id,text,rating,sentiment,date,product,user_id,user_name,phone
187,"Плохое качество, сожалею о покупке. Не берите этот товар!",2,0.0,2026-04-12,Веб-камера Logitech C920,15,Попов Ольга,+79415721339
188,"Брак из коробки. Не работает, очень плохое качество сборки.",2,0.0,2026-05-06,Колонка JBL Flip 6,7,Иванов Михаил,+79525981505
189,Ужасно! Не работает с первого дня использования.,1,0.0,2026-04-11,Умные часы Xiaomi Mi Band 8,16,Зайцев Артём,+79794275709
190,"Качество порадовало, цена тоже. Рекомендую всем без исключения.",5,1.0,2026-03-20,Смартфон Samsung Galaxy A54,5,Сидоров Ирина,+79828204212
191,"Не покупайте! Сломался быстро, качество никудышное.",2,0.0,2026-04-25,Ноутбук Lenovo IdeaPad 3,29,Петров Павел,+79467397986
192,"Плохое качество, сожалею о покупке. Не берите этот товар!",1,0.0,2026-03-24,Умные часы Xiaomi Mi Band 8,25,Сидоров Екатерина,+79082465689
193,Всё пришло быстро и в отличном состоянии. Товар понравился.,5,1.0,2026-04-05,Клавиатура HyperX Alloy,6,Кузнецов Дмитрий,+79235523669
194,"Сломался через неделю. Деньги на ветер, очень плохо.",2,0.0,2026-04-11,Клавиатура HyperX Alloy,15,Попов Ольга,+79415721339
195,"Превосходное качество за свои деньги. Доставили быстро, всё работает отлично.",4,1.0,2026-03-14,Мышь Logitech G502,8,Лебедев Павел,+79872766891
196,"Хороший товар, качество соответствует цене. Всем рекомендую.",4,1.0,2026-05-06,Клавиатура HyperX Alloy,5,Сидоров Ирина,+79828204212
197,"Прекрасная вещь! Работает идеально, качество отменное.",5,1.0,2026-03-20,Телевизор LG OLED55C3,18,Зайцев Андрей,+79509242680
198,"Хороший товар, качество соответствует цене. Всем рекомендую.",4,1.0,2026-03-14,Веб-камера Logitech C920,25,Сидоров Екатерина,+79082465689
199,Превосходно! Давно искал такой товар по хорошей цене.,5,1.0,2026-04-09,Клавиатура HyperX Alloy,27,Соколов Ирина,+79835056518
200,"Отлично! Именно то, что искал. Доволен на все 100%.",5,1.0,2026-05-06,Мышь Logitech G502,14,Морозов Алексей,+79587113790
201,"Великолепный товар, превзошёл ожидания. Советую к покупке!",5,1.0,2026-04-25,Мышь Logitech G502,29,Петров Павел,+79467397986
202,"Очень плохо. Товар пришёл повреждённый, качество нулевое.",1,0.0,2026-03-17,Умные часы Xiaomi Mi Band 8,15,Попов Ольга,+79415721339
203,"Качество порадовало, цена тоже. Рекомендую всем без исключения.",5,1.0,2026-04-13,Планшет Apple iPad 10,27,Соколов Ирина,+79835056518
204,"Отличная покупка. Работает без нареканий, качество достойное.",4,1.0,2026-04-14,Клавиатура HyperX Alloy,25,Сидоров Екатерина,+79082465689
205,"Качество порадовало, цена тоже. Рекомендую всем без исключения.",5,1.0,2026-04-29,Умные часы Xiaomi Mi Band 8,16,Зайцев Артём,+79794275709
206,"Хороший товар, качество соответствует цене. Всем рекомендую.",4,1.0,2026-03-12,Ноутбук Lenovo IdeaPad 3,9,Борисов Светлана,+79297019877
207,Полная ерунда! Не советую никому тратить деньги на это.,2,0.0,2026-03-21,Умные часы Xiaomi Mi Band 8,23,Фёдоров Екатерина,+79034416664
208,Лучший товар в своём классе! Рекомендую без сомнений.,5,1.0,2026-04-29,Телевизор LG OLED55C3,9,Борисов Светлана,+79297019877
209,"Отлично! Именно то, что искал. Доволен на все 100%.",4,1.0,2026-04-08,Ноутбук Lenovo IdeaPad 3,29,Петров Павел,+79467397986
210,"Замечательная покупка! Пользуюсь уже месяц, никаких нареканий.",5,1.0,2026-03-29,Умные часы Xiaomi Mi Band 8,5,Сидоров Ирина,+79828204212
211,"Брак из коробки. Не работает, очень плохое качество сборки.",2,0.0,2026-04-28,Наушники Sony WH-1000XM5,13,Фёдоров Ирина,+79886743066
212,"Нормально, но есть и лучше варианты на рынке.",3,,2026-03-26,Ноутбук Lenovo IdeaPad 3,23,Фёдоров Екатерина,+79034416664
213,"Плохое качество, сожалею о покупке. Не берите этот товар!",1,0.0,2026-03-21,Телевизор LG OLED55C3,14,Морозов Алексей,+79587113790
214,"Хороший товар, качество соответствует цене. Всем рекомендую.",4,1.0,2026-04-18,Колонка JBL Flip 6,18,Зайцев Андрей,+79509242680
215,"Качество отвратительное, не покупайте! Брак и ещё раз брак.",1,0.0,2026-05-03,Колонка JBL Flip 6,2,Морозов Павел,+79147550634
216,"Отличная покупка. Работает без нареканий, качество достойное.",4,1.0,2026-05-01,Веб-камера Logitech C920,13,Фёдоров Ирина,+79886743066
217,"Разочарован покупкой. Качество ужасное, не рекомендую.",1,0.0,2026-04-07,Веб-камера Logitech C920,23,Фёдоров Екатерина,+79034416664
218,"Пойдёт. Не восторг, но и не разочарование.",3,,2026-05-04,Смартфон Samsung Galaxy A54,13,Фёдоров Ирина,+79886743066
219,Полная ерунда! Не советую никому тратить деньги на это.,2,0.0,2026-03-19,Колонка JBL Flip 6,12,Кузнецов Павел,+79756664789
220,"Средний товар. Ни плохой, ни хороший, обычный.",3,,2026-04-30,Клавиатура HyperX Alloy,28,Лебедев Михаил,+79435997895
221,Превосходно! Давно искал такой товар по хорошей цене.,5,1.0,2026-04-05,Клавиатура HyperX Alloy,24,Козлов Елена,+79594385357
222,"Прекрасная вещь! Работает идеально, качество отменное.",4,1.0,2026-03-15,Умные часы Xiaomi Mi Band 8,26,Волков Светлана,+79522825665
223,"Супер товар! Полностью соответствует описанию, работает идеально.",4,1.0,2026-04-04,Планшет Apple iPad 10,16,Зайцев Артём,+79794275709
224,"Доволен покупкой, всё работает как надо. Хорошее качество!",5,1.0,2026-04-06,Смартфон Samsung Galaxy A54,14,Морозов Алексей,+79587113790
225,Лучший товар в своём классе! Рекомендую без сомнений.,5,1.0,2026-03-24,Колонка JBL Flip 6,13,Фёдоров Ирина,+79886743066
226,"Плохой товар, разочарован. Жалею о покупке.",2,0.0,2026-03-23,Мышь Logitech G502,24,Козлов Елена,+79594385357
227,"Замечательная покупка! Пользуюсь уже месяц, никаких нареканий.",5,1.0,2026-04-17,Веб-камера Logitech C920,30,Волков Михаил,+79772870928
228,"Отличный товар! Качество на высшем уровне, полностью доволен покупкой.",5,1.0,2026-04-09,Колонка JBL Flip 6,18,Зайцев Андрей,+79509242680
229,"Покупкой очень доволен. Качество хорошее, доставка быстрая.",5,1.0,2026-03-23,Смартфон Samsung Galaxy A54,19,Сидоров Елена,+79023428388
230,"Качество порадовало, цена тоже. Рекомендую всем без исключения.",5,1.0,2026-04-18,Колонка JBL Flip 6,3,Новиков Николай,+79715304572
231,"Хороший товар, качество соответствует цене. Всем рекомендую.",5,1.0,2026-03-31,Наушники Sony WH-1000XM5,5,Сидоров Ирина,+79828204212
232,"Прекрасная покупка, всё как заявлено. Качество отменное.",4,1.0,2026-03-23,Колонка JBL Flip 6,2,Морозов Павел,+79147550634
233,"Очень доволен! Качество отличное, доставка быстрая.",4,1.0,2026-03-24,Мышь Logitech G502,11,Лебедев Екатерина,+79202262752
234,Лучший товар в своём классе! Рекомендую без сомнений.,4,1.0,2026-04-28,Колонка JBL Flip 6,11,Лебедев Екатерина,+79202262752
235,"Отличная покупка. Работает без нареканий, качество достойное.",5,1.0,2026-03-23,Колонка JBL Flip 6,9,Борисов Светлана,+79297019877
236,Товар не соответствует описанию. Полный обман покупателей!,1,0.0,2026-03-31,Мышь Logitech G502,9,Борисов Светлана,+79297019877
237,Превосходно! Давно искал такой товар по хорошей цене.,5,1.0,2026-05-02,Клавиатура HyperX Alloy,1,Козлов Алексей,+79517423388
238,"Так себе. Ожидал лучшего, но и хуже бывает.",3,,2026-04-27,Умные часы Xiaomi Mi Band 8,2,Морозов Павел,+79147550634
239,"Купил уже второй раз — всегда доволен. Качество стабильное, цена разумная.",5,1.0,2026-03-20,Смартфон Samsung Galaxy A54,21,Соколов Светлана,+79206499720
240,"Отличный товар! Качество на высшем уровне, полностью доволен покупкой.",4,1.0,2026-03-25,Умные часы Xiaomi Mi Band 8,25,Сидоров Екатерина,+79082465689
241,"Разочарован покупкой. Качество ужасное, не рекомендую.",1,0.0,2026-05-06,Веб-камера Logitech C920,7,Иванов Михаил,+79525981505
242,"Нормально, но есть и лучше варианты на рынке.",3,,2026-04-16,Наушники Sony WH-1000XM5,5,Сидоров Ирина,+79828204212
243,"Очень хороший товар. Доволен, буду покупать ещё раз.",4,1.0,2026-04-20,Ноутбук Lenovo IdeaPad 3,16,Зайцев Артём,+79794275709
244,"Очень доволен! Качество отличное, доставка быстрая.",5,1.0,2026-04-18,Мышь Logitech G502,19,Сидоров Елена,+79023428388
245,"Прекрасная покупка, всё как заявлено. Качество отменное.",5,1.0,2026-04-02,Телевизор LG OLED55C3,23,Фёдоров Екатерина,+79034416664
246,"Плохо, очень плохо. Не работает, деньги потрачены зря.",1,0.0,2026-03-30,Веб-камера Logitech C920,6,Кузнецов Дмитрий,+79235523669
247,Всё пришло быстро и в отличном состоянии. Товар понравился.,5,1.0,2026-04-27,Ноутбук Lenovo IdeaPad 3,24,Козлов Елена,+79594385357
248,"Великолепный товар, превзошёл ожидания. Советую к покупке!",4,1.0,2026-05-06,Планшет Apple iPad 10,25,Сидоров Екатерина,+79082465689
249,"Покупкой очень доволен. Качество хорошее, доставка быстрая.",5,1.0,2026-04-12,Смартфон Samsung Galaxy A54,4,Козлов Екатерина,+79203234489
250,"Нравится! Удобный, качественный, буду заказывать ещё.",4,1.0,2026-04-23,Веб-камера Logitech C920,30,Волков Михаил,+79772870928
251,Отличное соотношение цена/качество. Покупкой доволен на 100%.,5,1.0,2026-05-02,Колонка JBL Flip 6,22,Морозов Дмитрий,+79387640913
252,"Очень доволен! Качество отличное, доставка быстрая.",5,1.0,2026-03-28,Ноутбук Lenovo IdeaPad 3,23,Фёдоров Екатерина,+79034416664
253,Всё пришло быстро и в отличном состоянии. Товар понравился.,5,1.0,2026-04-03,Умные часы Xiaomi Mi Band 8,19,Сидоров Елена,+79023428388
254,"Брак из коробки. Не работает, очень плохое качество сборки.",1,0.0,2026-04-28,Планшет Apple iPad 10,4,Козлов Екатерина,+79203234489
255,Среднее впечатление. Ожидал немного большего от покупки.,3,,2026-05-02,Веб-камера Logitech C920,28,Лебедев Михаил,+79435997895
256,"Превосходное качество за свои деньги. Доставили быстро, всё работает отлично.",5,1.0,2026-03-14,Веб-камера Logitech C920,26,Волков Светлана,+79522825665
257,"Сломался через неделю. Деньги на ветер, очень плохо.",2,0.0,2026-04-12,Телевизор LG OLED55C3,26,Волков Светлана,+79522825665
258,"Плохое качество, сожалею о покупке. Не берите этот товар!",1,0.0,2026-04-22,Телевизор LG OLED55C3,18,Зайцев Андрей,+79509242680
259,Замечательный товар за свою цену. Буду покупать ещё!,4,1.0,2026-03-27,Телевизор LG OLED55C3,3,Новиков Николай,+79715304572
260,"Работает прекрасно, доволен покупкой. Буду советовать друзьям.",4,1.0,2026-03-20,Мышь Logitech G502,1,Козлов Алексей,+79517423388
261,"Средний товар. Ни плохой, ни хороший, обычный.",3,,2026-05-04,Телевизор LG OLED55C3,4,Козлов Екатерина,+79203234489
262,"Хороший товар, качество соответствует цене. Всем рекомендую.",5,1.0,2026-05-07,Наушники Sony WH-1000XM5,21,Соколов Светлана,+79206499720
263,"Великолепный товар, превзошёл ожидания. Советую к покупке!",4,1.0,2026-03-12,Клавиатура HyperX Alloy,14,Морозов Алексей,+79587113790
264,"Очень плохо. Товар пришёл повреждённый, качество нулевое.",1,0.0,2026-03-28,Веб-камера Logitech C920,21,Соколов Светлана,+79206499720
265,"Отлично! Именно то, что искал. Доволен на все 100%.",4,1.0,2026-04-14,Мышь Logitech G502,26,Волков Светлана,+79522825665
266,"Средний товар. Ни плохой, ни хороший, обычный.",3,,2026-04-22,Веб-камера Logitech C920,15,Попов Ольга,+79415721339
267,Разочарование месяца. Качество не соответствует цене совсем.,2,0.0,2026-05-08,Умные часы Xiaomi Mi Band 8,9,Борисов Светлана,+79297019877
268,"Среднее качество. Соответствует своей цене, не более того.",3,,2026-03-22,Планшет Apple iPad 10,27,Соколов Ирина,+79835056518
269,"Хороший товар, качество соответствует цене. Всем рекомендую.",4,1.0,2026-03-14,Умные часы Xiaomi Mi Band 8,29,Петров Павел,+79467397986
270,"Хороший товар, качество соответствует цене. Всем рекомендую.",5,1.0,2026-05-03,Веб-камера Logitech C920,25,Сидоров Екатерина,+79082465689
271,Никому не советую. Полное разочарование и выброшенные деньги.,2,0.0,2026-03-31,Колонка JBL Flip 6,20,Козлов Мария,+79503663046
272,"Отличный товар! Качество на высшем уровне, полностью доволен покупкой.",5,1.0,2026-05-08,Мышь Logitech G502,11,Лебедев Екатерина,+79202262752
273,Лучший товар в своём классе! Рекомендую без сомнений.,4,1.0,2026-03-15,Наушники Sony WH-1000XM5,28,Лебедев Михаил,+79435997895
274,"Очень доволен! Качество отличное, доставка быстрая.",4,1.0,2026-03-23,Телевизор LG OLED55C3,16,Зайцев Артём,+79794275709
275,"Очень плохо. Товар пришёл повреждённый, качество нулевое.",1,0.0,2026-04-08,Телевизор LG OLED55C3,26,Волков Светлана,+79522825665
276,"Обычный товар, ничем особенно не выделяется среди других.",3,,2026-05-05,Планшет Apple iPad 10,9,Борисов Светлана,+79297019877
277,"Отличный товар! Качество на высшем уровне, полностью доволен покупкой.",5,1.0,2026-03-27,Клавиатура HyperX Alloy,18,Зайцев Андрей,+79509242680
278,"Купил уже второй раз — всегда доволен. Качество стабильное, цена разумная.",5,1.0,2026-03-25,Умные часы Xiaomi Mi Band 8,7,Иванов Михаил,+79525981505
279,"Работает прекрасно, доволен покупкой. Буду советовать друзьям.",5,1.0,2026-03-18,Мышь Logitech G502,24,Козлов Елена,+79594385357
280,"Отличная покупка. Работает без нареканий, качество достойное.",5,1.0,2026-03-12,Умные часы Xiaomi Mi Band 8,18,Зайцев Андрей,+79509242680
281,"Деньги на ветер. Ужасное качество, жалею о покупке.",1,0.0,2026-04-06,Мышь Logitech G502,23,Фёдоров Екатерина,+79034416664
282,"Отличный товар! Качество на высшем уровне, полностью доволен покупкой.",5,1.0,2026-03-15,Ноутбук Lenovo IdeaPad 3,15,Попов Ольга,+79415721339
283,"Супер товар! Полностью соответствует описанию, работает идеально.",4,1.0,2026-03-31,Колонка JBL Flip 6,10,Иванов Екатерина,+79011103355
284,"Нормально, но есть и лучше варианты на рынке.",3,,2026-04-26,Планшет Apple iPad 10,23,Фёдоров Екатерина,+79034416664
285,"Покупкой очень доволен. Качество хорошее, доставка быстрая.",4,1.0,2026-03-19,Телевизор LG OLED55C3,22,Морозов Дмитрий,+79387640913
286,"Отлично! Именно то, что искал. Доволен на все 100%.",5,1.0,2026-05-08,Клавиатура HyperX Alloy,16,Зайцев Артём,+79794275709
287,"Работает прекрасно, доволен покупкой. Буду советовать друзьям.",5,1.0,2026-03-15,Клавиатура HyperX Alloy,12,Кузнецов Павел,+79756664789
288,"Товар пришёл быстро, качество на уровне. Очень доволен.",5,1.0,2026-05-01,Мышь Logitech G502,11,Лебедев Екатерина,+79202262752
289,"Нравится! Удобный, качественный, буду заказывать ещё.",5,1.0,2026-05-03,Планшет Apple iPad 10,9,Борисов Светлана,+79297019877
290,"Превосходное качество за свои деньги. Доставили быстро, всё работает отлично.",4,1.0,2026-04-17,Умные часы Xiaomi Mi Band 8,8,Лебедев Павел,+79872766891
291,"Превосходное качество за свои деньги. Доставили быстро, всё работает отлично.",4,1.0,2026-05-03,Клавиатура HyperX Alloy,11,Лебедев Екатерина,+79202262752
292,"Брак из коробки. Не работает, очень плохое качество сборки.",2,0.0,2026-04-05,Наушники Sony WH-1000XM5,25,Сидоров Екатерина,+79082465689
293,"Очень доволен! Качество отличное, доставка быстрая.",4,1.0,2026-03-14,Мышь Logitech G502,7,Иванов Михаил,+79525981505
294,"Сойдёт. Качество нормальное, ничего выдающегося нет.",3,,2026-04-13,Веб-камера Logitech C920,9,Борисов Светлана,+79297019877
295,Очень плохой товар. Совсем не соответствует описанию.,1,0.0,2026-03-31,Веб-камера Logitech C920,25,Сидоров Екатерина,+79082465689
296,"Среднее качество. Соответствует своей цене, не более того.",3,,2026-04-14,Умные часы Xiaomi Mi Band 8,10,Иванов Екатерина,+79011103355
297,"Супер товар! Полностью соответствует описанию, работает идеально.",5,1.0,2026-04-24,Телевизор LG OLED55C3,10,Иванов Екатерина,+79011103355
298,"Удовлетворительно. Не плохо, но и не хорошо.",3,,2026-03-19,Смартфон Samsung Galaxy A54,6,Кузнецов Дмитрий,+79235523669
299,"Отлично! Именно то, что искал. Доволен на все 100%.",5,1.0,2026-04-13,Наушники Sony WH-1000XM5,23,Фёдоров Екатерина,+79034416664
